"Topic","Type of topic","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Genre","Languages","Notes","Provenance","Referenced in"
"Witches--Fiction","general term","018530278","Monograph","Language material ; Text","Online resource","GBB7K2086","","9780141930176","Dahl, Roald","","person","","Blake, Quentin, illustrator [person] ; Dahl, Roald [person]","The witches","","","","United States of America","New York","Puffin","2007","","1 online resource, illustrations","823.914","ELD.DS.197111","Children's fiction ; Fiction","English","Originally published: London: Jonathan Cape, 1983","",""
"Witches--Juvenile drama","general term","018365227","Monograph","Language material ; Text","Volume","GBB790788","","9780141374321","Wood, David","1944-","person","author","Wood, David, 1944-, author [person] ; Dahl, Roald [person]","The witches : the plays","Witches","","","England","London","Puffin","2017","","ix, 115 pages, 20 cm","822.914","YKL.2018.a.16011","Drama","English","","",""
"Witches--Juvenile fiction","general term","008394494","Monograph","Language material ; Text","Volume","GBA1V1970","","9780754061915","Dahl, Roald","","person","author","Blake, Quentin, illustrator [person] ; Dahl, Roald, author [person]","The witches","","Galaxy children's large print","","England","Bath","Galaxy","2002","Large print edition","224 pages (large print), 1 illustration (black and white), 22 cm","823.914","LT.2016.x.1832","Children's fiction","English","Standard print edition originally published: London : Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","009054320","Monograph","Language material ; Text","Volume","GB9940885","","9780140317305 ; 9780140868432 ; 9780140868708","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person]","The witches","","","","England","London","Puffin","1998","","208 pages, illustrations, 20 cm + 1 sound cassette (1 hr 30 min approximately)","","","","English","Originally published: [s.l.] : Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","009700944","Monograph","Language material ; Text","Volume","GBA2V1911","","9780224064705","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person]","The witches","","","","England","London","Cape Children's","2002","","250 pages, illustrations, 18 cm","823.914","YK.2005.a.5045","Children's fiction","English","Originally published: 1983","",""
"Witches--Juvenile fiction","general term","011935382","Monograph","Language material ; Text","Volume","GBA135605","","9780141311395","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person]","The Witches","","","","England","London","Puffin","2001","3rd edition","202 pages, illustrations, 20 cm","823.914","YK.2001.a.15619","Children's fiction","English","Originally published: London: Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","013766956","Monograph","Language material ; Text","Volume","GBA744917","","9780141322643","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person]","The witches","","","","England","London","Puffin","2007","","1 volume, illustrations, 20 cm","823.914","","Children's fiction","English","Originally published: London: Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","014631074","Monograph","Language material ; Text","Volume","GBA911649","","9781904357049","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person] ; Meek, Elin [person]","Y gwrachod","Witches. Welsh","","","Wales","Hengoed","Rily Publications","2008","","201, 17 pages, illustrations, portraits, 20 cm","823.914","YK.2009.a.33895","Children's fiction","Welsh","Cyhoeddwyd gyntaf yn Saesneg = First published in English : London, Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","015565976","Monograph","Language material ; Text","Volume","GBB066892","","9780224083874","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person]","The witches","","","","England","London","Jonathan Cape","2010","","250 pages, illustrations, 19 cm","823.914","","Children's fiction","English","Originally published: New York: Farrar, Straus and Giroux; London: Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","016229083","Monograph","Language material ; Still image ; Text","Volume","GBB2C4650","","9780141346410","Dahl, Roald","","person","author","Blake, Quentin, illustrator [person] ; Dahl, Roald, author [person]","The witches","","","","England","London","Puffin","2013","","199 pages, 16 unnumbered pages, illustrations, 20 cm","823.914","YK.2014.a.6884","Children's fiction","English","Originally published: London: Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","018112235","Monograph","Language material ; Text","Volume","GBB6J0299","","9781849673488","Dahl, Roald","","person","author","Blake, Quentin, illustrator [person] ; Dahl, Roald, author [person] ; Meek, Elin, translator [person]","Y Gwrachod","Witches. Welsh","","","Wales","Caerffili","Rily Publications","2016","","199 pages, black and white illustrations, 20 cm","","","Children's fiction","Welsh","Cyhoeddwyd yn wreiddiol yn Saesneg = Originally published in English: 1983","",""
"Witches--Juvenile fiction","general term","018458116","Monograph","Language material ; Still image ; Text","Volume","GBB7D5137","","9780141345178","Dahl, Roald","","person","author","Blake, Quentin, illustrator [person] ; Dahl, Roald, author [person]","The witches","","","","England","London","Puffin","2017","","176 pages, colour illustrations, 27 cm","823.914","YKL.2018.b.6638","Children's fiction","English","Additional physical form: ebook version. 9780141388069 ; Originally published: London: Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","018530278","Monograph","Language material ; Text","Online resource","GBB7K2086","","9780141930176","Dahl, Roald","","person","","Blake, Quentin, illustrator [person] ; Dahl, Roald [person]","The witches","","","","United States of America","New York","Puffin","2007","","1 online resource, illustrations","823.914","ELD.DS.197111","Children's fiction ; Fiction","English","Originally published: London: Jonathan Cape, 1983","",""
"Witches--Juvenile fiction","general term","019799018","Monograph","Language material ; Still image ; Text","Volume","GBC060137","","9780241438817","Dahl, Roald","","person","author","Blake, Quentin, illustrator [person] ; Dahl, Roald, author [person]","The witches","","","","England","London","Puffin","2020","","1 volume, black and white illustrations, 20 cm","823.914","","Children's fiction","English","Film tie-in","",""
"Wonka, Willy (Fictitious character)","general term","018513921","Monograph","Language material ; Text","Online resource","GBB7H4000","","9780141957128","George, Richard","","person","","Dahl, Roald [person] ; George, Richard [person]","Roald Dahl's Charlie and the chocolate factory : a play","Charlie and the chocolate factory","","","England","London","Penguin","1979","","1 online resource (89 pages), illustrations","812.54","ELD.DS.185784","Drama","English","'Puffin books'","",""
"Wonka, Willy (Fictitious character)","general term","018529341","Monograph","Language material ; Text","Online resource","GBB7I2897","","9780141378558","Dahl, Roald","","person","author","Blake, Quentin, illustrator [person] ; Dahl, Roald, author [person]","Charlie and the chocolate factory","","","","England","London","Puffin","2016","","1 online resource (146 pages), colour illustrations","823.914","ELD.DS.196174","Children's fiction ; Fiction","English","Originally published: New York, N.Y. : Alfred A. Knopf, 1964","",""
"Wonka, Willy (Fictitious character)","general term","018530279","Monograph","Language material ; Text","Online resource","GBB7K2087","","9780141930190 ; 9781101652961","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person] ; 3M Company [organisation]","Charlie and the great glass elevator","","","","United States of America","New York","Penguin ; Puffin","2007","","1 online resource","823.914","ELD.DS.197112","Children's fiction ; Fiction ; Humour or satire ; Science fiction","English","Electronic book","",""
"Wonka, Willy (Fictitious character)--Juvenile drama","general term","018513921","Monograph","Language material ; Text","Online resource","GBB7H4000","","9780141957128","George, Richard","","person","","Dahl, Roald [person] ; George, Richard [person]","Roald Dahl's Charlie and the chocolate factory : a play","Charlie and the chocolate factory","","","England","London","Penguin","1979","","1 online resource (89 pages), illustrations","812.54","ELD.DS.185784","Drama","English","'Puffin books'","",""
"Wonka, Willy (Fictitious character)--Juvenile fiction","general term","009724351","Monograph","Language material ; Text","Volume","GBA261126","","9781904357018","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person] ; Meek, Elin [person]","Charlie a'r ffatri siocled","Charlie and the chocolate factory. Welsh","","","Wales","Hengoed","Rily Publications","2002","","189 pages, illustrations, 20 cm","","","Children's fiction","Welsh","Addasiad Cymraeg gan = Welsh adaptation by : Elin Meek","",""
"Wonka, Willy (Fictitious character)--Juvenile fiction","general term","010700720","Monograph","Language material ; Text","Volume","GBA113624","","9780582456181","Laidlaw, Caroline","","person","","Blake, Quentin [person] ; Laidlaw, Caroline [person] ; Dahl, Roald [person]","Charlie and the chocolate factory","","Penguin young readers. level 3","","England","Harlow","Pearson","2001","","32 pages, colour illustrations, 25 cm","428.6","YK.2001.a.4133","Children's fiction ; Reader","English","","",""
"Wonka, Willy (Fictitious character)--Juvenile fiction","general term","011935375","Monograph","Language material ; Text","Volume","GBA1Z9913","","9780141311302","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person]","Charlie and the chocolate factory","","","","England","London","Puffin","2001","","189 pages, illustrations, 1 portrait, 20 cm","823.914","YK.2001.a.5372","Children's fiction ; Fantasy","English","Originally published: New York : Knopf, 1964; London : Allen & Unwin, 1967","",""
"Wonka, Willy (Fictitious character)--Juvenile fiction","general term","015752520","Monograph","Language material ; Text","Volume","GBB198474","","9781904357582","Dahl, Roald","","person","","Blake, Quentin [person] ; Dahl, Roald [person] ; Meek, Elin [person]","Charlie a'r ffatri siocled","Charlie and the chocolate factory. Welsh","","","Wales","Hengoed","Rily Publications","2002","","189 pages, illustrations, 20 cm","823.914","YK.2011.a.39891","Children's fiction","Welsh","Cyhoeddwyd y fersiwn Saesneg yn wreiddiol = Original English edition published: 1964","",""
"Wonka, Willy (Fictitious character)--Juvenile fiction","general term","016773961","Monograph","Language material ; Spoken word ; Still image ; Text","Audio disc ; Volume","GBB467552","","9780141357317","Dahl, Roald","","person","author","Hodge, Douglas, narrator [person] ; Dahl, Roald, author [person]","Charlie and the chocolate factory","","","","England","London","Puffin","2014","","146 pages, colour illustrations, 27 cm + 3 cd's","823.914","EMC.2015.b.148","Children's fiction","English","","",""
"Wonka, Willy (Fictitious character)--Juvenile fiction","general term","018529341","Monograph","Language material ; Text","Online resource","GBB7I2897","","9780141378558","Dahl, Roald","","person","author","Blake, Quentin, illustrator [person] ; Dahl, Roald, author [person]","Charlie and the chocolate factory","","","","England","London","Puffin","2016","","1 online resource (146 pages), colour illustrations","823.914","ELD.DS.196174","Children's fiction ; Fiction","English","Originally published: New York, N.Y. : Alfred A. Knopf, 1964","",""
